username,trust_score_pcc,trust_score_pr,trust_score,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,scam,age,gender,location,ethnicity,occupation,marital_status,children,religion,sexual_orientation,sex,description,age_bin,description_set,description_stem,description_stem_set
fabihola,0.00017487681144817777,0.0002862878813386181,0.00023058234639339794,17818.0,17818.0,17818.0,0.0,34.0,female,"sonora, mexico",hispanic,,single,no children,christian,straight,female,,31-40,,,
mary1119,0.0001340120198108913,0.0003269678034769278,0.00023048991164390954,7389.0,7389.0,7389.0,0.0,62.0,female,"los cristianos, santa cruz de tenerife, spain",white,,single,1-2 living elsewhere,christian,straight,female,"i am looking for a long term relationship. i am a loving affectionate woman who only wants one man. i am a serious woman who likes to be respected and appreciated. i like walking,traveling. i do not drink and don't smoke. i'm looking for a man 55 to 62 years old, respectful, honest, intelligent, generous,loving who knows how to treat a woman.",61-70,"{'long', 'traveling', '62', 'respectful', 'appreciated', '55', 'intelligent', 'woman', 'looking', 'smoke', 'one', 'relationship', 'knows', 'serious', 'drink', 'man', 'affectionate', 'm', 'respected', 'walking', 'wants', 'like', 'likes', 'treat', 'term', 'old', 'nt', 'years', 'generous', 'loving', 'honest'}",look long term relationship love affection woman want one man seriou woman like respect appreci like walk travel drink nt smoke m look man 55 62 year old respect honest intellig gener love know treat woman,"{'walk', 'long', 'look', '62', 'seriou', 'gener', 'travel', '55', 'love', 'woman', 'smoke', 'one', 'relationship', 'respect', 'drink', 'want', 'man', 'affection', 'intellig', 'year', 'm', 'know', 'like', 'treat', 'term', 'old', 'nt', 'appreci', 'honest'}"
robn,0.000217871914160553,0.0002428836667118539,0.00023037779043620345,,,,,,,,,,,,,,,,,,,
noelia,3.362715846889534e-05,0.0004254897412566739,0.00022955844986278462,,,,,,,,,,,,,,,,,,,
annann,8.90512043208545e-05,0.00037004565359715497,0.00022954842895900473,,,,,,,,,,,,,,,,,,,
michelleb,0.00017395078472657357,0.0002850860730447921,0.00022951842888568283,,,,,,,,,,,,,,,,,,,
frederik888,0.00020120622489350258,0.0002560534881900928,0.0002286298565417977,,,,,,,,,,,,,,,,,,,
armando0004,0.0001848146679949942,0.000272047507329044,0.0002284310876620191,10376.0,10376.0,10376.0,0.0,45.0,male,"cdad. bolivar 8001, bolivar, venezuela",hispanic,farmaceutico,separated,more than 2 living elsewhere,christian,straight,male,,41-50,,,
rafaelin,0.0001848146679949942,0.000272047507329044,0.0002284310876620191,,,,,,,,,,,,,,,,,,,
analuhouston,0.00022212212368893412,0.00023442691644650135,0.00022827452006771772,,,,,,,,,,,,,,,,,,,
marinannik,0.0004107313210717906,4.5314855171190284e-05,0.00022802308812149043,44596.0,44597.0,44597.0,0.0,55.0,female,"limassol, cyprus",white,accountant,divorced,no children,christian,straight,female,,51-60,,,
1000e,0.00018343854918272996,0.00027165978376378705,0.0002275491664732585,9081.0,9081.0,9081.0,0.0,43.0,female,"la habana, cuba",white,contador,separated,1-2 living with me,atheist,straight,female,,41-50,,,
sumomo0909,6.113649444295538e-05,0.00039226096555591556,0.00022669872999943547,,,,,,,,,,,,,,,,,,,
luzdivina,0.00012349329974812155,0.00032961545085531544,0.00022655437530171848,44226.0,44227.0,44227.0,0.0,41.0,female,"iquitos, peru",hispanic,enfermera,single,1-2 living with me,christian,straight,female,,41-50,,,
yoley,0.00019354554744774406,0.0002593260693058188,0.0002264358083767814,,,,,,,,,,,,,,,,,,,
mferalban,8.546885987831843e-05,0.0003656231950327725,0.00022554602745554546,,,,,,,,,,,,,,,,,,,
ludwig2020,0.00010153918410535473,0.00034942353655494914,0.00022548136033015192,13884.0,13884.0,13884.0,0.0,59.0,male,"north shields, uk",white,surgeon,divorced,1-2 living elsewhere,spiritual,straight,male,"i'm easy going man, fun loving and nice to be with, having good sense of humor. honesty and respect has always been my best policy in life.",51-60,"{'m', 'easy', 'best', 'policy', 'always', 'fun', 'nice', 'humor', 'life', 'respect', 'going', 'honesty', 'man', 'sense', 'good', 'loving'}",m easi go man fun love nice good sens humor honesti respect alway best polici life,"{'m', 'best', 'go', 'fun', 'nice', 'polici', 'humor', 'life', 'respect', 'honesti', 'easi', 'man', 'sens', 'good', 'alway', 'love'}"
mauricioarg,6.263409059132804e-05,0.0003881728888609145,0.00022540348972612128,,,,,,,,,,,,,,,,,,,
pj_24,0.000270932245202028,0.00017956049528865712,0.00022524637024534254,,,,,,,,,,,,,,,,,,,
maligaya11,0.00023749058562411995,0.00021295571624833416,0.00022522315093622704,35090.0,35091.0,35091.0,0.0,62.0,female,"adelaide sa, australia",mixed,,single,1-2 living elsewhere,christian,straight,female,,61-70,,,
vernztan32,0.00015883748335541618,0.00029135199291278034,0.00022509473813409826,,,,,,,,,,,,,,,,,,,
presto,6.643697544762354e-05,0.00038304232782878923,0.0002247396516382064,,,,,,,,,,,,,,,,,,,
jeffa,6.643697544762354e-05,0.00038304232782878923,0.0002247396516382064,47283.0,47284.0,47284.0,0.0,54.0,male,"saint marys, pa, usa",white,,single,no children,christian,straight,male,,51-60,,,
arthurj,6.643697544762354e-05,0.00038304232782878923,0.0002247396516382064,47024.0,47025.0,47025.0,0.0,67.0,male,"guaymas, sonora, mexico",white,,separated,1-2 living elsewhere,spiritual,straight,male,,61-70,,,
nigelhondanigel,6.643697544762354e-05,0.00038304232782878923,0.0002247396516382064,47344.0,47345.0,47345.0,0.0,65.0,male,"london, uk",white,electrician,divorced,no children,christian,straight,male,,61-70,,,
sergio80818,0.0001385855314689167,0.0003104326826080984,0.00022450910703850752,,,,,,,,,,,,,,,,,,,
ym0335,9.756198997606221e-05,0.0003510996296678842,0.0002243308098219732,20335.0,20335.0,20335.0,0.0,56.0,male,"yokohama, kanagawa prefecture, japan",asian,,divorced,1-2 living elsewhere,spiritual,straight,male,i consider myself as an open minded and down to the earth type. i love sports both playing and watching.,51-60,"{'watching', 'minded', 'open', 'sports', 'playing', 'type', 'earth', 'consider', 'love'}",consid open mind earth type love sport play watch,"{'sport', 'watch', 'open', 'mind', 'type', 'earth', 'consid', 'play', 'love'}"
paul1966,0.00020202212319417654,0.00024448081333352243,0.00022325146826384948,44682.0,44683.0,44683.0,0.0,56.0,male,"kitchener, on, canada",white,lab technician,separated,more than 2 living with me,other,straight,male,"i am very new at this but was someone very close said i need to meet and talk to people to grow.. so i will give this a try. i am very close to my kids, which are all grown but live with me. i like to fish, go for walks and play hockey.",51-60,"{'new', 'close', 'talk', 'meet', 'need', 'give', 'grow', 'live', 'grown', 'like', 'fish', 'try', 'go', 'people', 'hockey', 'someone', 'play', 'walks', 'said', 'kids'}",new someon close said need meet talk peopl grow give tri close kid grown live like fish go walk play hockey,"{'new', 'kid', 'close', 'talk', 'walk', 'meet', 'someon', 'need', 'give', 'grow', 'live', 'grown', 'like', 'fish', 'tri', 'go', 'hockey', 'peopl', 'play', 'said'}"
claudiah,0.00018461313774241047,0.00026161594682685675,0.0002231145422846336,,,,,,,,,,,,,,,,,,,
avaldi1,0.00025409174761349934,0.00019197104632493532,0.00022303139696921732,21198.0,21198.0,21198.0,0.0,61.0,male,"fullerton, california, ee. uu.",hispanic,real estate,separated,1-2 living elsewhere,christian,straight,male,,61-70,,,
estellas,0.00027855298253246115,0.0001671018854858531,0.00022282743400915713,,,,,,,,,,,,,,,,,,,
ross,0.00027855298253246115,0.0001671018854858531,0.00022282743400915713,,,,,,,,,,,,,,,,,,,
yoankab,0.00027855298253246115,0.0001671018854858531,0.00022282743400915713,,,,,,,,,,,,,,,,,,,
diniza36,0.00027855298253246115,0.0001671018854858531,0.00022282743400915713,,,,,,,,,,,,,,,,,,,
scooter45,0.00027855298253246115,0.0001671018854858531,0.00022282743400915713,44011.0,44012.0,44012.0,0.0,53.0,female,"green bay, wi, usa",mixed,business owner,separated,no children,spiritual,straight,female,,51-60,,,
wumpy,0.00027855298253246115,0.0001671018854858531,0.00022282743400915713,,,,,,,,,,,,,,,,,,,
iyy2130,0.00029895562350894,0.00014607123471264174,0.00022251342911079088,41233.0,41234.0,41234.0,0.0,45.0,female,"higuey 23000, republica dominicana",hispanic,,single,1-2 living elsewhere,christian,straight,female,,41-50,,,
spokkes,0.00012438835662105033,0.0003204294332682391,0.0002224088949446447,6265.0,6265.0,6265.0,0.0,47.0,male,"toledo, oh, usa",white,sales manager,divorced,more than 2 living elsewhere,christian,straight,male,"i am easy going, laid back. looking for my best friend. i enjoy cooking, cleaning, sports, but most of all, spending time with my kids.",41-50,"{'easy', 'best', 'friend', 'cleaning', 'looking', 'sports', 'cooking', 'going', 'laid', 'enjoy', 'spending', 'time', 'back', 'kids'}",easi go laid back look best friend enjoy cook clean sport spend time kid,"{'best', 'friend', 'sport', 'go', 'kid', 'clean', 'cook', 'look', 'easi', 'laid', 'spend', 'enjoy', 'time', 'back'}"
ugur82,3.836751746391435e-05,0.0004062201180294122,0.00022229381774666328,13180.0,13180.0,13180.0,0.0,41.0,male,"denizli, kumkısık, denizli, turkey",white,,single,no children,other,straight,male,,41-50,,,
enicibabymorena,0.00011309133278186636,0.0003314228490770714,0.00022225709092946888,34748.0,34749.0,34749.0,0.0,42.0,female,"santo domingo, republica dominicana",hispanic,estilista y masajista,single,1-2 living with me,christian,straight,female,,41-50,,,
angeei,7.00837586993944e-05,0.0003736080731431355,0.00022184591592126494,20047.0,20047.0,20047.0,0.0,52.0,female,"mexico city, cdmx, mexico",hispanic,la educacion,single,don't want children,other,straight,female,,51-60,,,
emaverick,0.00010416620956573826,0.0003392755227900848,0.00022172086617791153,15852.0,15852.0,15852.0,0.0,62.0,male,"palermo, italy",white,flight operations supervisor,single,no children,atheist,straight,male,,61-70,,,
maycold,9.69402538017139e-05,0.0003457223956063711,0.0002213313247040425,,,,,,,,,,,,,,,,,,,
robertoc23456,9.69402538017139e-05,0.0003457223956063711,0.0002213313247040425,32206.0,32206.0,32206.0,0.0,43.0,male,"new york, ny, usa",hispanic,,single,no children,other,straight,male,,41-50,,,
dond2,0.00015171605449986524,0.0002907716150266558,0.0002212438347632605,,,,,,,,,,,,,,,,,,,
nuzmik,5.802706532770728e-05,0.0003842660139168307,0.000221146539622269,7184.0,7184.0,7184.0,0.0,28.0,female,"lima, peru",mixed,,single,no children,other,straight,female,,21-30,,,
olg,8.317485827895439e-05,0.0003589183338693874,0.0002210465960741709,,,,,,,,,,,,,,,,,,,
selica,6.582940990713132e-05,0.000374994649144797,0.00022041202952596416,,,,,,,,,,,,,,,,,,,
kmonge,9.267846172408752e-05,0.0003466712424905403,0.0002196748521073139,14311.0,14311.0,14311.0,0.0,33.0,female,"atlanta, ga, usa",hispanic,club,single,1-2 living with me,atheist,straight,female,,31-40,,,
bonitacharlene,8.608517436691522e-05,0.0003521895379341764,0.00021913735615054582,8095.0,8095.0,8095.0,0.0,36.0,female,"tacloban city, leyte, philippines",asian,events organizer,single,no children,christian,straight,female,,31-40,,,
helga2366,0.00013757112884351503,0.00030022785747258336,0.0002188994931580492,10953.0,10953.0,10953.0,0.0,29.0,female,"chernihiv, chernihiv oblast, ukraine, 14000",white,,divorced,want children,other,straight,female,,21-30,,,
miyoto,0.000185732355784227,0.00025191151807197503,0.00021882193692810103,,,,,,,,,,,,,,,,,,,
miele,0.000185732355784227,0.00025191151807197503,0.00021882193692810103,18343.0,18343.0,18343.0,0.0,63.0,male,"copenhagen, denmark",white,senior accountant,divorced,no children,christian,straight,male,"i'm fun to aroun, i will rather laugh than cry, very romantic, kisses good,",61-70,"{'m', 'rather', 'fun', 'kisses', 'laugh', 'good', 'aroun', 'cry', 'romantic'}",m fun aroun rather laugh cri romant kiss good,"{'m', 'romant', 'rather', 'fun', 'cri', 'laugh', 'good', 'aroun', 'kiss'}"
markdm57,0.000185732355784227,0.00025191151807197503,0.00021882193692810103,21812.0,21812.0,21812.0,0.0,62.0,male,"baltimore, md, usa",white,,single,no children,christian,straight,male,,61-70,,,
dewanie,1.4100034753259844e-05,0.000423476024766583,0.00021878802975992142,9809.0,9809.0,9809.0,0.0,43.0,female,"san fernando, pampanga, philippines",asian,,single,no children,christian,straight,female,,41-50,,,
lisi,0.00014305191435018107,0.0002931577561328743,0.00021810483524152769,28603.0,28603.0,28603.0,0.0,52.0,female,"munich, germany",hispanic,filologa,divorced,more than 2 living with me,christian,straight,female,,51-60,,,
belisara,0.00018534799367263412,0.0002505198525361551,0.00021793392310439462,,,,,,,,,,,,,,,,,,,
karl1990,0.00022627828298432546,0.00020952969901627723,0.00021790399100030133,30067.0,30067.0,30067.0,0.0,32.0,female,"tampico, tamps., mexico",hispanic,diseno,single,want children,spiritual,straight,female,,31-40,,,
mahdi,0.00010668431376512328,0.0003291003587671985,0.00021789233626616088,,,,,,,,,,,,,,,,,,,
jamoxo,0.0002877964973328205,0.0001477603673216458,0.00021777843232723314,28530.0,28530.0,28530.0,0.0,36.0,male,"london, uk",mixed,sales,single,no children,atheist,straight,male,,31-40,,,
juraj,0.00028483492643453453,0.00015039568485746701,0.00021761530564600077,37413.0,37414.0,37414.0,0.0,69.0,male,"espoo, finland",white,marketing,divorced,1-2 living elsewhere,christian,straight,male,"normal, relaxing, trustful , reliable, artist, and so, so,,",61-70,"{'artist', 'trustful', 'relaxing', 'normal', 'reliable'}",normal relax trust reliabl artist,"{'relax', 'artist', 'reliabl', 'trust', 'normal'}"
pampet,5.1226721262998065e-05,0.00038364905290145515,0.00021743788708222662,39038.0,39039.0,39039.0,0.0,36.0,female,"dar es salaam, tanzania",black,self-employed,single,want children,christian,straight,female,"like watching sports, adventurous, hanging out with my partner or friends and like to be loved alot",31-40,"{'alot', 'loved', 'watching', 'sports', 'partner', 'friends', 'hanging', 'like', 'adventurous'}",like watch sport adventur hang partner friend like love alot,"{'watch', 'sport', 'friend', 'alot', 'partner', 'like', 'love', 'hang', 'adventur'}"
aniapatricia,8.932505474792375e-05,0.00034481875068968033,0.00021707190271880205,32322.0,32322.0,32322.0,0.0,53.0,female,"panama city, panama",black,magister,single,don't want children,other,straight,female,,51-60,,,
yannac,6.939944072128815e-05,0.00036386962932230787,0.00021663453502179802,38172.0,38173.0,38173.0,0.0,36.0,female,"8952 schlieren, switzerland",hispanic,,single,want children,christian,straight,female,,31-40,,,
davidb23,0.00010297019296493042,0.0003299264623594439,0.00021644832766218715,,,,,,,,,,,,,,,,,,,
mery0098,0.00031587248039073037,0.00011693962043984512,0.00021640605041528774,24992.0,24992.0,24992.0,0.0,54.0,female,"pamplona, navarre, spain",white,chofer,widowed,no children,christian,straight,female,,51-60,,,
edwardc23,5.893322755775795e-05,0.000372464880259146,0.00021569905390845197,,,,,,,,,,,,,,,,,,,
impatient1,0.00024471146332092584,0.00018550132943023472,0.00021510639637558026,31297.0,31297.0,31297.0,0.0,64.0,male,"hollywood, fl, usa",white,maintenance,separated,no children,christian,straight,male,,61-70,,,
bobom,0.00024471146332092584,0.00018550132943023472,0.00021510639637558026,25817.0,25817.0,25817.0,0.0,54.0,male,"ljubljana, slovenia",mixed,,divorced,1-2 living elsewhere,christian,straight,male,,51-60,,,
millyc2,0.0002157929158749133,0.00021408683665786272,0.000214939876266388,,,,,,,,,,,,,,,,,,,
maurinho,0.00014448727573699812,0.00028530519827854974,0.00021489623700777393,38178.0,38179.0,38179.0,0.0,43.0,male,"quito, ecuador",hispanic,veterinario,divorced,1-2 living elsewhere,other,straight,male,,41-50,,,
anfyandre,0.00010280322284697006,0.0003262689562828396,0.00021453608956490482,,,,,,,,,,,,,,,,,,,
paolaguzman,0.00022960488292539066,0.0001986357834217903,0.00021412033317359049,40924.0,40925.0,40925.0,0.0,29.0,female,"santa ana, el salvador",hispanic,estudiante de arquitectura,single,no children,christian,straight,female,,21-30,,,
gonpra,8.09973654901399e-05,0.00034720317995529977,0.00021410027272271984,17266.0,17266.0,17266.0,0.0,36.0,female,"manta, ecuador",hispanic,medico,single,no children,other,straight,female,,31-40,,,
lovenature,0.00022904777623199789,0.00019906600344117968,0.00021405688983658878,,,,,,,,,,,,,,,,,,,
mariaz2,0.00015307166443058148,0.000273982981178228,0.00021352732280440474,40718.0,40719.0,40719.0,0.0,68.0,female,"bogota, bogota, colombia",white,,single,1-2 living elsewhere,christian,straight,female,,61-70,,,
fernando777,6.300864359346303e-05,0.0003633580642080718,0.0002131833539007674,16802.0,16802.0,16802.0,0.0,43.0,male,"lima, peru",hispanic,,separated,no children,spiritual,straight,male,,41-50,,,
houriel12anou,0.00020642117517303255,0.0002199412506456551,0.00021318121290934383,30561.0,30561.0,30561.0,0.0,72.0,female,"strasbourg, france",white,"retired, naturopath",divorced,more than 2 living elsewhere,spiritual,straight,female,"open minded and dynamic, i'm looking for friend with respect for nature and spiritual research. i am used to discover new cultures through long stay overseas, and keep alert body and soul .",71-80,"{'friend', 'new', 'minded', 'body', 'long', 'overseas', 'alert', 'looking', 'respect', 'soul', 'nature', 'stay', 'm', 'cultures', 'open', 'used', 'discover', 'spiritual', 'keep', 'dynamic', 'research'}",open mind dynam m look friend respect natur spiritu research use discov new cultur long stay oversea keep alert bodi soul,"{'friend', 'new', 'oversea', 'long', 'look', 'mind', 'alert', 'spiritu', 'cultur', 'discov', 'natur', 'use', 'respect', 'soul', 'stay', 'm', 'open', 'dynam', 'keep', 'bodi', 'research'}"
semeolvida3,0.0002033897858672084,0.0002224828190761381,0.00021293630247167325,,,,,,,,,,,,,,,,,,,
arturod,5.542044683135318e-05,0.0003696460021457031,0.00021253322448852816,38731.0,38732.0,38732.0,0.0,41.0,male,"cancun, quintana roo, mexico",hispanic,,single,no children,christian,straight,male,,41-50,,,
uli10,5.8045711752703796e-05,0.00036592169747475374,0.00021198370461372878,16475.0,16475.0,16475.0,0.0,50.0,male,"bacalar, q.r., mexico",hispanic,profesor,separated,1-2 living with me,christian,straight,male,,51-60,,,
emmaculatee,0.000165766629356192,0.00025746746439856793,0.00021161704687737995,23792.0,23792.0,23792.0,0.0,40.0,female,"kuala lumpur, federal territory of kuala lumpur, malaysia",asian,retail,separated,1-2 living with me,christian,straight,female,,41-50,,,
eugeniacruz57,0.00034746405031303837,7.562142089309704e-05,0.00021154273560306772,,,,,,,,,,,,,,,,,,,
wayne074,0.000148036642876834,0.00027397701288950387,0.00021100682788316894,44271.0,44272.0,44272.0,0.0,49.0,male,"birmingham, west midlands, uk",white,build,single,1-2 living with me,other,straight,male,"looking for that special soulmate in life you can share life with, build a future with and enjoy life together!",41-50,"{'together', 'looking', 'share', 'life', 'enjoy', 'soulmate', 'special', 'future', 'build'}",look special soulmat life share life build futur enjoy life togeth,"{'soulmat', 'futur', 'share', 'look', 'life', 'enjoy', 'togeth', 'special', 'build'}"
anabel,9.067329135111156e-05,0.00033007535730530127,0.00021037432432820642,,,,,,,,,,,,,,,,,,,
nicos73,8.60791563522572e-05,0.00033446690344824705,0.0002102730299002521,9246.0,9246.0,9246.0,0.0,50.0,male,"holguin, cuba",hispanic,"ingeniero mecanico, bombero",divorced,1-2 living elsewhere,christian,straight,male,,51-60,,,
miguelos,8.60791563522572e-05,0.00033446690344824705,0.0002102730299002521,7589.0,7589.0,7589.0,0.0,39.0,male,"valledupar, cesar, colombia",hispanic,farmaceuta,separated,1-2 living elsewhere,christian,straight,male,,31-40,,,
joselrojas,2.7745634811025025e-05,0.0003927236523229083,0.00021023464356696665,,,,,,,,,,,,,,,,,,,
eduard1963,2.7745634811025025e-05,0.0003927236523229083,0.00021023464356696665,24082.0,24082.0,24082.0,0.0,60.0,male,"montevideo, uruguay",white,independiente,single,more than 2 living elsewhere,spiritual,straight,male,,61-70,,,
kamilom,2.7745634811025025e-05,0.0003927236523229083,0.00021023464356696665,,,,,,,,,,,,,,,,,,,
juanosuna14,9.459487698077267e-05,0.0003258087971253333,0.00021020183705305299,17413.0,17413.0,17413.0,0.0,29.0,male,"villavicencio, meta, colombia",white,estudiando,single,want children,christian,straight,male,,21-30,,,
romina2015,0.00010732021481867145,0.0003129087225129392,0.00021011446866580534,10706.0,10706.0,10706.0,0.0,35.0,female,"apure, venezuela",hispanic,radiologa,separated,1-2 living with me,christian,straight,female,,31-40,,,
gyasmines,0.00015216330932747523,0.00026789101607097986,0.00021002716269922754,,,,,,,,,,,,,,,,,,,
natali777,9.329353581037857e-05,0.00032580599154594076,0.00020954976367815967,,,,,,,,,,,,,,,,,,,
nikaury,0.00013415298464035185,0.000283826460512054,0.00020898972257620292,47264.0,47265.0,47265.0,0.0,35.0,female,"san cristobal 91000, dominican republic",mixed,cajera,single,want children,other,straight,female,,31-40,,,
jwyko,0.00029950079545800834,0.00011821867686331222,0.00020885973616066028,18614.0,18614.0,18614.0,0.0,55.0,male,"san juan, puerto rico",white,consulant,divorced,1-2 living elsewhere,christian,straight,male,,51-60,,,
triny,0.00020718516304448335,0.0002083942211161828,0.0002077896920803331,,,,,,,,,,,,,,,,,,,
feyo,5.294354730040588e-05,0.0003612175099391854,0.00020708052861979562,,,,,,,,,,,,,,,,,,,
ladyjel54,0.0002031939840429485,0.00021092184381242042,0.00020705791392768447,44963.0,44964.0,44964.0,0.0,62.0,female,"montreal, qc, canada",asian,caregiver,widowed,1-2 living with me,christian,straight,female,"honest, loving and very easy to go with. i love to cook, specially to my friends and family",61-70,"{'easy', 'go', 'cook', 'friends', 'family', 'loving', 'love', 'honest', 'specially'}",honest love easi go love cook special friend famili,"{'friend', 'famili', 'go', 'cook', 'easi', 'special', 'love', 'honest'}"
maecela,8.838240587559463e-05,0.0003251149783128064,0.0002067486920942005,,,,,,,,,,,,,,,,,,,
waltmo,8.787281064539254e-05,0.00032555459462268424,0.00020671370263403838,10291.0,10291.0,10291.0,0.0,49.0,male,"deer park, tx, usa",white,oil expolaration,divorced,more than 2 living elsewhere,spiritual,straight,male,"from pasadena,tx. out here working seismic recording. recently divorced. recently scammed. not so much for money but there was a big loss spiritually.",41-50,"{'money', 'scammed', 'divorced', 'big', 'spiritually', 'much', 'tx', 'loss', 'seismic', 'working', 'pasadena', 'recording', 'recently'}",pasadena tx work seismic record recent divorc recent scam much money big loss spiritu,"{'big', 'spiritu', 'much', 'tx', 'recent', 'work', 'loss', 'record', 'scam', 'seismic', 'pasadena', 'money', 'divorc'}"
ceciln2,0.00031613222474830347,9.582560367337706e-05,0.00020597891421084028,28929.0,28929.0,28929.0,0.0,70.0,male,"granbury, tx, usa",white,,married,more than 2 living elsewhere,christian,straight,male,,71-80,,,
memo62,0.0001503055443764797,0.00026143477935348084,0.00020587016186498027,13528.0,13528.0,13528.0,0.0,55.0,male,"uppsala, sweden",white,,single,don't want children,christian,straight,male,,51-60,,,
lecarinvi,0.00015566034056035104,0.0002558298485078064,0.00020574509453407872,32650.0,32650.0,32650.0,0.0,34.0,female,"fusagasuga, cundinamarca, colombia",white,,single,1-2 living with me,other,straight,female,,31-40,,,
yomairaa,0.0001417645124960119,0.0002693926010950292,0.00020557855679552054,27021.0,27021.0,27021.0,0.0,42.0,female,"santo domingo, republica dominicana",hispanic,,single,more than 2 living with me,other,straight,female,,41-50,,,
sweetandsassy,0.00016620437130336092,0.00024269622831736155,0.00020445029981036123,42243.0,42244.0,42244.0,0.0,55.0,female,"owensboro, ky, usa",white,,divorced,1-2 living with me,christian,straight,female,"i am a fun, adventurous, sensual, romantic, independent woman. i am looking for a gentleman to show me there is more to life than just cuddling up in a blanket alone watching tv, picnics were i'm feeding you fruit and not the ducks, cheering me on as i complete the 5k run, appreciate a woman who can get muddy with the guys but can also dress to the nines for a cocktail party if need, a man that can relate to being a princess by day but behind closed doors at night can be a fantasy come true...",51-60,"{'watching', 'day', 'life', 'cuddling', 'woman', 'need', 'looking', 'fun', '5k', 'guys', 'get', 'fruit', 'man', 'cheering', 'muddy', 'appreciate', 'adventurous', 'true', 'm', 'run', 'behind', 'princess', 'fantasy', 'come', 'party', 'closed', 'cocktail', 'blanket', 'show', 'romantic', 'night', 'tv', 'gentleman', 'alone', 'feeding', 'ducks', 'relate', 'also', 'nines', 'sensual', 'doors', 'complete', 'picnics', 'dress', 'independent'}",fun adventur sensual romant independ woman look gentleman show life cuddl blanket alon watch tv picnic m feed fruit duck cheer complet 5k run appreci woman get muddi guy also dress nine cocktail parti need man relat princess day behind close door night fantasi come true,"{'cheer', 'close', 'day', 'look', 'life', 'duck', 'muddi', 'complet', 'woman', 'need', 'fun', '5k', 'feed', 'alon', 'fruit', 'get', 'man', 'true', 'm', 'romant', 'run', 'behind', 'princess', 'parti', 'come', 'fantasi', 'cocktail', 'blanket', 'show', 'night', 'adventur', 'independ', 'watch', 'relat', 'tv', 'gentleman', 'picnic', 'door', 'guy', 'nine', 'also', 'sensual', 'cuddl', 'appreci', 'dress'}"
user_65457,0.0001670835357395256,0.00024107535385873736,0.00020407944479913147,29399.0,29399.0,29399.0,0.0,38.0,male,"lima, peru",hispanic,,single,no children,other,straight,male,,31-40,,,
yamilap,8.544398841686028e-05,0.00032269709759043567,0.00020407054300364798,,,,,,,,,,,,,,,,,,,
melissa359,5.9270012422334774e-05,0.000347431888626081,0.00020335095052420788,10515.0,10515.0,10515.0,0.0,32.0,female,"morelia, mich., mexico",hispanic,optometrista,single,no children,other,straight,female,,31-40,,,
lizet1983,5.9270012422334774e-05,0.000347431888626081,0.00020335095052420788,,,,,,,,,,,,,,,,,,,
sheira,5.9270012422334774e-05,0.000347431888626081,0.00020335095052420788,10293.0,10293.0,10293.0,0.0,31.0,female,"bangkok, thailand",asian,teacher,single,want children,christian,straight,female,,31-40,,,
emirz,0.00010555357344469055,0.0003011183106250754,0.00020333594203488298,,,,,,,,,,,,,,,,,,,
florm3,0.00010555357344469055,0.0003011183106250754,0.00020333594203488298,12022.0,12022.0,12022.0,0.0,27.0,female,"lima, peru",hispanic,,single,no children,christian,straight,female,,21-30,,,
deni25004,0.00010555357344469055,0.0003011183106250754,0.00020333594203488298,12311.0,12311.0,12311.0,0.0,29.0,female,"lima, peru",hispanic,pasteleria,single,no children,other,straight,female,,21-30,,,
chenvy84,8.33424084244379e-05,0.0003217108787317903,0.0002025266435781141,32501.0,32501.0,32501.0,0.0,39.0,female,"davao city, davao del sur, philippines",asian,nurse,single,want children,christian,straight,female,serious relationship start as good friends..i want someone to love me as me.be real.,31-40,"{'mebe', 'relationship', 'friends', 'serious', 'start', 'want', 'someone', 'real', 'good', 'love'}",seriou relationship start good friend want someon love mebe real,"{'friend', 'mebe', 'relationship', 'seriou', 'start', 'want', 'real', 'good', 'someon', 'love'}"
aba0987,0.00017278864235439144,0.00023130995742840952,0.0002020492998914005,6807.0,6807.0,6807.0,0.0,41.0,female,"bucaramanga, santander, colombia",hispanic,,separated,1-2 living with me,christian,straight,female,,41-50,,,
alex1262,0.00015226194809528145,0.00025177603710828167,0.00020201899260178157,,,,,,,,,,,,,,,,,,,
ilikethatalot69,0.00030519036223547024,9.770576845078761e-05,0.00020144806534312892,,,,,,,,,,,,,,,,,,,
knowzdamnwell,0.00030519036223547024,9.770576845078761e-05,0.00020144806534312892,27829.0,27829.0,27829.0,0.0,51.0,male,"westminster, md, usa",white,heavy equipment operator,single,no children,other,straight,male,,51-60,,,
milliedelfin,7.525894899036163e-05,0.0003269826542259258,0.0002011208016081437,37601.0,37602.0,37602.0,0.0,47.0,female,"distrito de lima, peru",hispanic,cajera,single,1-2 living with me,christian,straight,female,,41-50,,,
proctor123,0.00023787732314464857,0.00016433752220992078,0.00020110742267728468,44735.0,44736.0,44736.0,0.0,57.0,male,"hammond, la, usa",white,marineconstruction,divorced,1-2 living elsewhere,christian,straight,male,"i love the outdoors,cooking,family,evenings out with a friend be nice",51-60,"{'friend', 'evenings', 'nice', 'cooking', 'outdoors', 'family', 'love'}",love outdoor cook famili even friend nice,"{'friend', 'famili', 'even', 'nice', 'cook', 'love', 'outdoor'}"
teres,0.0003254423478759061,7.637713417549124e-05,0.00020090974102569866,,,,,,,,,,,,,,,,,,,
