index,avg_pcc,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,scam,username,age,gender,location,ethnicity,occupation,marital_status,children,religion,sexual_orientation,sex,description,age_bin,description_set,description_stem,description_stem_set
51866,21578.47342182978,51866,51869,998,1,becca,30.0,female,"mesquite or dallas, texas, united states",mixed,nurse,single,,,,female,"i am patient,generous, kind, and loving. i am always upbeat, have a positive attitude about most things and i like to have fun. i enjoy music, theater, movies and art. i love to travel, and to go sightseeing. i love romantic dinners, seaside resorts and sunsets..i am a fun loving person who loves to laugh and make others laugh. i always try to enjoy the simple things in life,and not take anything for granted.
message:
hello how are you its me rebbecca how is ya day ?
i’m interested in getting to know you….i’m single 30 years old and looking for a friend and see how things goes
i’m from spain and i live in dallas, texas….i am seeking for someone special to capture my heart and knows how to handle it with care,one who will cherish me and willing to share life’s greatest joys and sorrows. someone who’s willing to pamper and love me unconditionally,whom is kind, sincere, honest, passionate, loyal,sense of humor, loving and wants a life time relationship.i want to meet someone who is sweet,caring,attractive , someone who is getting tired of the bar scene, someone who is looking for something that can turn into a long term relationship possibly marriage.
tell me about yourself and send me some email and more about ya self
have a grateful day
kisses
becca
chat messages:
am from spain and live in dallas
am looking for a man and a god fearing man and someone ill start my life with
do you have a email and let share some more pics
am a nurse
email me at rebqueen1988@gmail.com
   
",31-40,"{'sightseeing', 'long', 'travel', 'scene', 'love', 'sorrows', 'fun', 'one', 'attractive', 'want', 'email', 'youi', 'sincere', 'enjoy', 'gmailcom', 'person', 'seaside', 'spain', 'seeking', 'romantic', 'tired', 'relationshipi', 'upbeat', 'heart', 'getting', 'care', 'years', 'kisses', 'send', 'others', 'special', 'loving', 'handle', 'loves', 'always', 'hello', 'day', 'life', 'art', 'take', 'dallas', 'capture', 'see', 'looking', 'relationship', 'pics', 'something', 'man', 'sense', 'self', 'pamper', 'god', 'patient', 'live', 'music', 'single', 'make', 'fearing', 'positive', 'nurse', 'message', 'ill', 'loyal', 'let', 'simple', 'movies', 'messages', 'kind', 'granted', 'anything', 'unconditionally', 'caring', 'tell', 'meet', 'sunsets', 'time', 'theater', 'dinners', 'rebbecca', 'willing', 'cherish', 'becca', 'possibly', 'sweet', 'share', 'attitude', 'wants', 'joys', 'marriage', 'chat', 'try', 'go', 'old', 'humor', 'ya', 'start', 'generous', 'goes', 'honest', 'friend', '30', 'grateful', 'resorts', 'laugh', 'rebqueen1988', 'bar', 'interested', 'knows', 'greatest', 'things', 'know', 'like', 'term', 'turn', 'texasi', 'someone', 'passionate'}",patient gener kind love alway upbeat posit attitud thing like fun enjoy music theater movi art love travel go sightse love romant dinner seasid resort sunset fun love person love laugh make other laugh alway tri enjoy simpl thing life take anyth grant messag hello rebbecca ya day interest get know youi singl 30 year old look friend see thing goe spain live dalla texasi seek someon special captur heart know handl care one cherish will share life greatest joy sorrow someon will pamper love uncondit kind sincer honest passion loyal sens humor love want life time relationshipi want meet someon sweet care attract someon get tire bar scene someon look someth turn long term relationship possibl marriag tell send email ya self grate day kiss becca chat messag spain live dalla look man god fear man someon ill start life email let share pic nurs email rebqueen1988 gmailcom,"{'long', 'pic', 'gener', 'sens', 'travel', 'scene', 'love', 'nurs', 'fun', 'one', 'get', 'captur', 'want', 'email', 'youi', 'enjoy', 'year', 'gmailcom', 'person', 'spain', 'relationshipi', 'upbeat', 'heart', 'singl', 'care', 'send', 'messag', 'special', 'hello', 'day', 'life', 'look', 'joy', 'alway', 'art', 'take', 'sightse', 'see', 'uncondit', 'relationship', 'man', 'self', 'someth', 'pamper', 'god', 'patient', 'romant', 'live', 'music', 'anyth', 'make', 'possibl', 'ill', 'loyal', 'let', 'attract', 'kind', 'tell', 'meet', 'someon', 'time', 'theater', 'handl', 'rebbecca', 'fear', 'cherish', 'becca', 'sorrow', 'sweet', 'passion', 'share', 'thing', 'tri', 'chat', 'go', 'old', 'humor', 'ya', 'start', 'will', 'honest', 'friend', 'dalla', 'tire', 'posit', 'attitud', 'other', 'resort', '30', 'laugh', 'rebqueen1988', 'bar', 'seek', 'greatest', 'movi', 'simpl', 'know', 'dinner', 'sunset', 'marriag', 'like', 'seasid', 'term', 'sincer', 'grate', 'interest', 'turn', 'grant', 'texasi', 'goe', 'kiss'}"
55253,21578.47187217749,55253,55302,1819,1,brucejam001,45.0,male,"aurora, illinois, united states",black,self employed,widowed,,,,male,"i am someone who enjoys culture, cuisine, and a variety of interests. mostly i like meeting new people and being social. want someone to do things with? here is what you’ll most often find me doing: dancing, dining, working out, and going to local and sometimes not so local events
she should be smart, outgoing, playful, serious,independent, and passionate about life. family and romance should be important to her. i want a woman who values honesty and trust in her life. proud of who she is, proud of what she does, what she believes in,and what she cares about.
message:
hi am bruce i love your smile are you single

",41-50,"{'new', 'sometimes', 'life', 'trust', 'cuisine', 'local', 'working', 'often', 'love', 'woman', 'variety', 'culture', 'social', 'serious', 'dancing', 'want', 'things', 'meeting', 'family', 'hi', 'events', 'important', 'bruce', 'mostly', 'going', 'smart', 'like', 'romance', 'dining', 'smile', 'single', 'believes', 'cares', 'find', 'playful', 'outgoing', 'people', 'someone', 'honesty', 'interests', 'message', 'proud', 'values', 'enjoys', 'passionate', 'independent'}",someon enjoy cultur cuisin varieti interest mostli like meet new peopl social want someon thing often find danc dine work go local sometim local event smart outgo play seriou independ passion life famili romanc import want woman valu honesti trust life proud proud believ care messag hi bruce love smile singl,"{'new', 'life', 'work', 'seriou', 'trust', 'cuisin', 'local', 'meet', 'often', 'someon', 'cultur', 'love', 'woman', 'believ', 'danc', 'romanc', 'varieti', 'social', 'import', 'want', 'sometim', 'enjoy', 'passion', 'hi', 'bruce', 'thing', 'smart', 'like', 'smile', 'event', 'independ', 'find', 'famili', 'go', 'interest', 'dine', 'care', 'singl', 'outgo', 'peopl', 'honesti', 'messag', 'mostli', 'valu', 'play', 'proud'}"
56013,21578.46399260553,56013,56080,2598,1,osmo101,40.0,male,"california, united states",,engineer,widowed,,,,male,"i am a quiet person that respects others views. i like bush walking, traveling, listening to good music, some motor sports and bbq’s with family and friends. would like to find someone to share life’s experiences with.
  
",41-50,"{'traveling', 'life', 'friends', 'would', 'quiet', 'good', 'family', 'motor', 'experiences', 'sports', 'walking', 'share', 'person', 'music', 'like', 'listening', 'bush', 'bbq', 'find', 'respects', 'others', 'someone', 'views'}",quiet person respect other view like bush walk travel listen good music motor sport bbq famili friend would like find someon share life experi,"{'friend', 'listen', 'walk', 'other', 'life', 'would', 'travel', 'someon', 'sport', 'respect', 'quiet', 'good', 'motor', 'share', 'person', 'music', 'experi', 'like', 'bush', 'bbq', 'find', 'famili', 'view'}"
55723,21578.46340694305,55723,55786,2303,1,nelsonway10,50.0,male,"lucerne, switzerland",white,contractor,divorced,,,,male,"am a calm and easy going fellow. am down to earth, a good listener and easy going person. i enjoy a good joke and loves to laugh. i love every body on planet earth and believe in equal rights and opinion to issues. will tell you more as we get acquainted….
",51-60,"{'loves', 'body', 'believe', 'rights', 'laugh', 'tell', 'love', 'fellow', 'opinion', 'joke', 'get', 'equal', 'calm', 'good', 'enjoy', 'planet', 'person', 'issues', 'going', 'earth', 'easy', 'acquainted', 'every', 'listener'}",calm easi go fellow earth good listen easi go person enjoy good joke love laugh love everi bodi planet earth believ equal right opinion issu tell get acquaint,"{'listen', 'issu', 'laugh', 'tell', 'acquaint', 'love', 'fellow', 'believ', 'opinion', 'joke', 'get', 'equal', 'calm', 'good', 'enjoy', 'planet', 'right', 'person', 'everi', 'easi', 'earth', 'go', 'bodi'}"
52365,21578.46195015627,52365,52370,1499,1,oramercy1,34.0,female,"south dakota, united states",white,selfemployed,single,,,,female,"i’m serious, faithful, generous, kind, loyal and calm woman. i like to make home cozy and clean. i’m very romantic person and i like to traveling. i like listen the music, sport, animals, relax on the nature and the sea.it is very important for me to create special atmosphere and to make the person i love be happy. what about my interests, it is difficult for me to tell you about all of them. every week i go to the swimming-pool and i like go for a walk. it helps me to keep fit and to feel well. like most man i like flowers and i have a lot them at home.i don`t like to speak about my traits of character but people say that i am accurate, well-brought-up, kind, caring, intelligent, sincere, loving, loving children, optimistic, shy, and honest.i am a calm, kind and happy person with a great sense of humor and i can listen to people and i am optimistic in my life.i love cooking and making my home cozy and comfortable. i am also interested in planning and economics.
",31-40,"{'happy', 'listen', 'accurate', 'kind', 'wellbroughtup', 'walk', 'traveling', 'cozy', 'speak', 'great', 'caring', 'children', 'homei', 'traits', 'tell', 'create', 'feel', 'love', 'faithful', 'woman', 'intelligent', 'sport', 'planning', 'relax', 'interested', 'lifei', 'serious', 'say', 'making', 'man', 'sense', 'calm', 'sincere', 'nature', 'seait', 'lot', 'economics', 'person', 'music', 'important', 'comfortable', 'animals', 'like', 'well', 'home', 'make', 'shy', 'romantic', 'keep', 'swimmingpool', 'optimistic', 'atmosphere', 'loving', 'every', 'go', 'clean', 'week', 'character', 'humor', 'people', 'cooking', 'difficult', 'honesti', 'generous', 'interests', 'also', 'helps', 'special', 'fit', 'loyal', 'flowers'}",seriou faith gener kind loyal calm woman like make home cozi clean romant person like travel like listen music sport anim relax natur seait import creat special atmospher make person love happi interest difficult tell everi week go swimmingpool like go walk help keep fit feel well like man like flower lot homei like speak trait charact peopl say accur wellbroughtup kind care intellig sincer love love children optimist shi honesti calm kind happi person great sens humor listen peopl optimist lifei love cook make home cozi comfort also interest plan econom,"{'listen', 'flower', 'kind', 'wellbroughtup', 'walk', 'cook', 'cozi', 'seriou', 'gener', 'speak', 'help', 'great', 'homei', 'happi', 'tell', 'travel', 'charact', 'feel', 'sens', 'love', 'plan', 'woman', 'faith', 'sport', 'natur', 'relax', 'lifei', 'say', 'import', 'man', 'calm', 'intellig', 'seait', 'lot', 'shi', 'romant', 'creat', 'person', 'music', 'anim', 'everi', 'trait', 'accur', 'like', 'well', 'atmospher', 'home', 'make', 'keep', 'sincer', 'swimmingpool', 'go', 'clean', 'interest', 'week', 'care', 'comfort', 'humor', 'econom', 'peopl', 'difficult', 'honesti', 'also', 'optimist', 'special', 'fit', 'loyal', 'children'}"
53417,21578.46064897385,53417,53432,2564,1,karolina8484,31.0,female,"moscow, russia",,customer service,single,,,,female,"i would describe myself as friendly, honest, understanding, faithful and calm person. i like watching movies, cartoons, going to museums or theater, skating and ets. my biggest dream is to meet a man who will become my soul mate and life partner. i think the family is the most important thing in life. if you would like to chat then please send me a message.
",31-40,"{'become', 'watching', 'life', 'would', 'meet', 'faithful', 'theater', 'ets', 'skating', 'dream', 'man', 'cartoons', 'biggest', 'soul', 'calm', 'describe', 'family', 'think', 'museums', 'please', 'person', 'partner', 'important', 'thing', 'going', 'like', 'chat', 'friendly', 'understanding', 'send', 'message', 'mate', 'movies', 'honest'}",would describ friendli honest understand faith calm person like watch movi cartoon go museum theater skate et biggest dream meet man becom soul mate life partner think famili import thing life would like chat pleas send messag,"{'museum', 'life', 'understand', 'pleas', 'would', 'meet', 'theater', 'faith', 'skate', 'movi', 'import', 'dream', 'man', 'soul', 'biggest', 'et', 'calm', 'think', 'friendli', 'person', 'partner', 'thing', 'like', 'chat', 'watch', 'famili', 'go', 'becom', 'send', 'describ', 'messag', 'cartoon', 'mate', 'honest'}"
51948,21578.46034714792,51948,51951,1080,1,jenniferloveyou,25.0,female,"london, united kingdom or houston, texas, united states",asian,studend,single,,,,female,"very friendly and open mine ,like football and kids,always help when some one needed ,also like to be serious in relationship when it come to love,
",21-30,"{'friendly', 'always', 'open', 'one', 'relationship', 'serious', 'also', 'needed', 'like', 'help', 'come', 'football', 'mine', 'love', 'kids'}",friendli open mine like footbal kid alway help one need also like seriou relationship come love,"{'kid', 'need', 'open', 'one', 'relationship', 'also', 'seriou', 'like', 'help', 'come', 'alway', 'mine', 'love', 'friendli', 'footbal'}"
51824,21578.45815297205,51824,51827,956,1,marr001,30.0,female,"oslo, norway, or stockholm, sweden",mixed,military palliative carel nurse,widowed,,,,female,"am the very simple outgoing person, i love life in a reality, i enjoy things that make me happy, traveling, laughing, going to cultural events, and socializing with good people, those that believed in the power of almighty god its just better way sharing life with others
",31-40,"{'happy', 'laughing', 'traveling', 'life', 'believed', 'love', 'sharing', 'things', 'good', 'socializing', 'reality', 'enjoy', 'god', 'person', 'events', 'way', 'going', 'make', 'almighty', 'outgoing', 'people', 'cultural', 'better', 'others', 'power', 'simple'}",simpl outgo person love life realiti enjoy thing make happi travel laugh go cultur event social good peopl believ power almighti god better way share life other,"{'life', 'other', 'laugh', 'happi', 'travel', 'cultur', 'love', 'believ', 'realiti', 'almighti', 'social', 'simpl', 'good', 'enjoy', 'god', 'share', 'person', 'way', 'thing', 'make', 'event', 'go', 'outgo', 'peopl', 'better', 'power'}"
55652,21578.453350223288,55652,55712,2229,1,kellylogan,53.0,male,"hampton, or bellwood, illinois, united states",white,engineering,single,,,,male,"am down to earth, a good listener and easy going person. i enjoy a good joke and loves to laugh. i love every body on planet earth and believe in equal rights and opinion to issues. will tell you more as we get acquainted….
",51-60,"{'loves', 'body', 'believe', 'rights', 'laugh', 'tell', 'love', 'opinion', 'joke', 'get', 'equal', 'good', 'enjoy', 'planet', 'person', 'issues', 'going', 'earth', 'easy', 'acquainted', 'every', 'listener'}",earth good listen easi go person enjoy good joke love laugh love everi bodi planet earth believ equal right opinion issu tell get acquaint,"{'listen', 'issu', 'laugh', 'tell', 'acquaint', 'love', 'believ', 'opinion', 'joke', 'get', 'equal', 'good', 'enjoy', 'planet', 'right', 'person', 'everi', 'easi', 'earth', 'go', 'bodi'}"
54135,21505.31742592394,54135,54153,670,1,scott5,52.0,male,,white,surgoen,divorced,,,,male,"i am a person who is ambitious, optimistic, playful, hard working, devoted, intelligent, trusting, genuine, honest, sincere, witty and easy going. i am very passionate in all areas of my life..
",51-60,"{'playful', 'intelligent', 'easy', 'areas', 'ambitious', 'witty', 'person', 'hard', 'life', 'going', 'sincere', 'working', 'genuine', 'trusting', 'devoted', 'passionate', 'honest', 'optimistic'}",person ambiti optimist play hard work devot intellig trust genuin honest sincer witti easi go passion area life,"{'ambiti', 'go', 'passion', 'person', 'area', 'hard', 'life', 'work', 'genuin', 'trust', 'witti', 'easi', 'optimist', 'intellig', 'play', 'devot', 'sincer', 'honest'}"
53781,21456.780588044392,53781,53799,271,1,jameson45,40.0,male,,white,captain,single,no children,christian,straight,male,"i love and treat everyone as equal.
",41-50,"{'everyone', 'treat', 'love', 'equal'}",love treat everyon equal,"{'everyon', 'treat', 'love', 'equal'}"
55299,21449.87630935701,55299,55348,1865,1,jazzbab,30.0,male,"charlotte, north carolina, or hyattsville, maryland, united states",,self employed,single,,,,male,"simple single,like chatting dancing cooking,italian and mexican are my fave food..i dont dirty talk pls dont message me if tat what you want..
message:
i will like to know you,i am a real guy very humble and loyal…we can become a friends if you dont mind..
   
",31-40,"{'loyalwe', 'become', 'talk', 'friends', 'dirty', 'tat', 'mind', 'humble', 'dancing', 'want', 'real', 'fave', 'pls', 'food', 'italian', 'know', 'like', 'single', 'dont', 'cooking', 'guy', 'message', 'chatting', 'mexican', 'simple'}",simpl singl like chat danc cook italian mexican fave food dont dirti talk pl dont messag tat want messag like know real guy humbl loyalw becom friend dont mind,"{'friend', 'talk', 'cook', 'tat', 'mind', 'dirti', 'loyalw', 'danc', 'pl', 'want', 'real', 'simpl', 'fave', 'food', 'italian', 'know', 'like', 'dont', 'chat', 'humbl', 'becom', 'singl', 'guy', 'messag', 'mexican'}"
54247,21444.096052437544,54247,54267,784,1,james_900,44.0,male,"kabul, afghanistan",white,soldier,widowed,,,,male,"i am honest, loving, caring, faithful, respecting, god fearing, understanding, and above all friendly
",41-50,"{'friendly', 'understanding', 'god', 'fearing', 'caring', 'loving', 'respecting', 'faithful', 'honest'}",honest love care faith respect god fear understand friendli,"{'friendli', 'care', 'respect', 'understand', 'fear', 'god', 'love', 'honest', 'faith'}"
53119,21443.98270868585,53119,53132,2264,1,amliesel,25.0,female,"new york, united states",mixed,student,single,,,,female,"i am single, simple, humble, reliable, and ready to mingle, simplicity defines me best. i love cooking, and wants to tour the world with someone special.
",21-30,"{'best', 'defines', 'tour', 'simple', 'cooking', 'simplicity', 'mingle', 'wants', 'someone', 'humble', 'world', 'single', 'special', 'love', 'reliable', 'ready'}",singl simpl humbl reliabl readi mingl simplic defin best love cook want tour world someon special,"{'best', 'mingl', 'reliabl', 'simplic', 'singl', 'tour', 'cook', 'want', 'readi', 'simpl', 'defin', 'world', 'special', 'someon', 'love', 'humbl'}"
53543,21443.97617463659,53543,53559,31,1,dawngrego,47.0,male,"new york, united states",mixed,self employed and estate construction.,single,no children,christian,straight,male,"simple and smart with a great passion of love and kind heart. wonderful thinking and amazing person with business ideas and great dreams.creative ideas and funny thoughts to make the world beautiful and crazy as well lmao.
",41-50,"{'kind', 'ideas', 'thoughts', 'simple', 'great', 'amazing', 'love', 'business', 'crazy', 'dreamscreative', 'passion', 'person', 'smart', 'well', 'make', 'lmao', 'heart', 'wonderful', 'thinking', 'world', 'funny', 'beautiful'}",simpl smart great passion love kind heart wonder think amaz person busi idea great dreamscr idea funni thought make world beauti crazi well lmao,"{'kind', 'wonder', 'great', 'thought', 'love', 'simpl', 'funni', 'think', 'idea', 'crazi', 'passion', 'person', 'busi', 'smart', 'well', 'make', 'lmao', 'beauti', 'heart', 'amaz', 'dreamscr', 'world'}"
51780,21443.929581979333,51780,51782,911,1,lydia255,28.0,female,"san jose, california, united states",mixed,self employed,single,,,,female,"honest and god fearing person, love to meet people, always like to be trustworthy in every endeavours
",21-30,"{'endeavours', 'honest', 'every', 'always', 'person', 'people', 'like', 'trustworthy', 'meet', 'god', 'love', 'fearing'}",honest god fear person love meet peopl alway like trustworthi everi endeavour,"{'trustworthi', 'person', 'everi', 'peopl', 'endeavour', 'like', 'fear', 'alway', 'meet', 'god', 'love', 'honest'}"
55181,21392.94287908808,55181,55228,1745,1,daveblack,52.0,male,"manchester, united kingdom",white,engineering,widowed,,,,male,"i am real easy person to talk to and a loving and outgoing father. i enjoy playing sax which i do often at my leisure time. i like going to the movies, or watching movies in my room or cabin, i like swimming, listening to music and dance to any kind of music, i sing, sailing, going bowling and also a good cook. i am a family oriented person, love children and there is more, but it would be better for you to find some things out for yourself
for my partner, she has to be accommodating, supportive, caring, honest with me and friendly. a confident and reliable person with a sense of humor, no fusses, always inviting and charming. no nagging and sad moods, respectable and industrious.
",51-60,"{'watching', 'kind', 'always', 'sing', 'talk', 'cook', 'caring', 'father', 'would', 'often', 'time', 'love', 'cabin', 'fusses', 'industrious', 'supportive', 'sailing', 'nagging', 'leisure', 'real', 'sense', 'things', 'good', 'family', 'enjoy', 'charming', 'confident', 'reliable', 'playing', 'swimming', 'bowling', 'person', 'music', 'oriented', 'partner', 'going', 'like', 'listening', 'accommodating', 'moods', 'dance', 'inviting', 'easy', 'find', 'friendly', 'outgoing', 'sax', 'room', 'humor', 'respectable', 'better', 'also', 'sad', 'loving', 'children', 'movies', 'honest'}",real easi person talk love outgo father enjoy play sax often leisur time like go movi watch movi room cabin like swim listen music danc kind music sing sail go bowl also good cook famili orient person love children would better find thing partner accommod support care honest friendli confid reliabl person sens humor fuss alway invit charm nag sad mood respect industri,"{'listen', 'swim', 'kind', 'nag', 'sing', 'talk', 'mood', 'cook', 'orient', 'father', 'sens', 'would', 'alway', 'often', 'time', 'love', 'fuss', 'danc', 'cabin', 'confid', 'sail', 'support', 'movi', 'respect', 'real', 'good', 'enjoy', 'friendli', 'accommod', 'person', 'music', 'partner', 'industri', 'thing', 'easi', 'like', 'invit', 'leisur', 'bowl', 'charm', 'watch', 'find', 'famili', 'go', 'reliabl', 'care', 'room', 'sax', 'outgo', 'humor', 'better', 'also', 'sad', 'play', 'children', 'honest'}"
51161,21391.285618251943,51161,51162,243,1,adele1994,40.0,female,,white,military,single,no children,christian,straight,female,"calm,simple and easy going.
",41-50,"{'easy', 'going', 'simple', 'calm'}",calm simpl easi go,"{'easi', 'simpl', 'go', 'calm'}"
54080,21374.235690624748,54080,54098,608,1,steven,56.0,male,,white,us army,separated,no children,christian,straight,male,"god fearing and love nature
",51-60,"{'nature', 'god', 'love', 'fearing'}",god fear love natur,"{'natur', 'god', 'love', 'fear'}"
54317,21330.33174715404,54317,54337,854,1,barrywilliam,53.0,male,"london, united kingdom",white,engineering,widowed,,,,male,"i am a simple and easy going person, positive, optimistic and transparency
",51-60,"{'easy', 'positive', 'person', 'going', 'transparency', 'simple', 'optimistic'}",simpl easi go person posit optimist transpar,"{'go', 'person', 'posit', 'easi', 'simpl', 'optimist', 'transpar'}"
55109,21323.952141215872,55109,55153,1670,1,markmartinesq,50.0,male,"las vegas, nevada, united states",white,engineer,widowed,,,,male,"some times i have a wild adventurous side of me, i definitely have morals and integrity but some time it guide my behavior in some ways or another. i don’t play games with people’s heart or their feelings. i am very ambitious and intelligent, i also have a wonderful attitude about life. i have a wonderful sense of humor. i can easily adapt to most situations. i love to travel, explore new things, catch a movie, or read a book, i love listening to variety of music, i enjoy sharing a meaningful, intimate conversation with my partner. i believe in communication, honesty, trust and respect are very important in any relationship i’m involved in. i am a very romantic, affectionate, sensual and very passionate man. i would never make you feel unappreciated or neglected, nor i would take you for granted. i will always be willing to compromise, and treat you the way you want to be treated,tell me you past experiences, all i want is for you talk care us you, me and my son and you know your family will be mine as well my responsibility
",51-60,"{'talk', 'games', 'involved', 'travel', 'love', 'adapt', 'easily', 'integrity', 'want', 'movie', 'enjoy', 'adventurous', 'unappreciated', 'important', 'way', 'romantic', 'heart', 'ways', 'care', 'definitely', 'also', 'situations', 'sensual', 'morals', 'always', 'life', 'trust', 'take', 'intelligent', 'relationship', 'meaningful', 'conversation', 'man', 'sense', 'intimate', 'treated', 'mine', 'explore', 'partner', 'music', 'son', 'make', 'communication', 'treat', 'wonderful', 'people', 'another', 'play', 'granted', 'believe', 'guide', 'tell', 'feelings', 'feel', 'time', 'variety', 'responsibility', 'affectionate', 'willing', 'attitude', 'listening', 'compromise', 'humor', 'us', 'honesty', 'wild', 'past', 'new', 'times', 'would', 'ambitious', 'sharing', 'respect', 'things', 'side', 'family', 'know', 'experiences', 'catch', 'well', 'never', 'read', 'behavior', 'neglected', 'book', 'passionate'}",time wild adventur side definit moral integr time guid behavior way anoth play game peopl heart feel ambiti intellig also wonder attitud life wonder sens humor easili adapt situat love travel explor new thing catch movi read book love listen varieti music enjoy share meaning intim convers partner believ commun honesti trust respect import relationship involv romant affection sensual passion man would never make feel unappreci neglect would take grant alway will compromis treat way want treat tell past experi want talk care us son know famili mine well respons,"{'ambiti', 'talk', 'wonder', 'sens', 'travel', 'love', 'moral', 'adapt', 'varieti', 'want', 'enjoy', 'commun', 'definit', 'neglect', 'way', 'unappreci', 'adventur', 'heart', 'care', 'also', 'sensual', 'life', 'trust', 'alway', 'take', 'relationship', 'man', 'intellig', 'affection', 'mine', 'romant', 'respons', 'partner', 'music', 'son', 'make', 'treat', 'anoth', 'play', 'listen', 'tell', 'feel', 'time', 'meaning', 'convers', 'explor', 'passion', 'share', 'experi', 'situat', 'thing', 'famili', 'humor', 'us', 'honesti', 'wild', 'will', 'past', 'new', 'involv', 'attitud', 'intim', 'would', 'believ', 'game', 'respect', 'movi', 'import', 'side', 'know', 'catch', 'easili', 'well', 'never', 'read', 'behavior', 'integr', 'grant', 'peopl', 'compromis', 'book', 'guid'}"
